study-order,layer,group,course,topic-id,topic-code,topic-name,question-number,question-numbers,question-id,source-blank-count,canonical-occurrences,active-copy-occurrences,total-occurrences,current-types,marker-occurrences,ledger-status,seed-state,seed-source,keyboard-answer,correct-label,correct-content,source-prompt,current-content,layout-template,canonical-placements,active-copy-placements
204,41,Mathematical-Foundations,MF1,2274,MF1.2.2.4,Modeling with Direct Variation,3,3,210541,1,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,40,,,"The volume of space [MATH: V] a particular gas occupies, measured in liters [MATH: (L),] is directly proportional to its temperature [MATH: T,] measured in Kelvin [MATH: (K).] The volume of the gas is [MATH: V = 48L] when its temperature is [MATH: T = 360K.] Find the volume of the gas when its temperature is [MATH: 300K.]The volume of the gas is
[FREE_ENTRY 1][MATH: L.]","A gas has volume $48$ L at $360$ K, and volume varies directly with temperature.

At $300$ K, its volume is ==40== L.","A gas has volume $48$ L at $360$ K, and volume varies directly with temperature.

At $300$ K, its volume is ==40== L.",vault/MA/Mathematical-Foundations/MF1/2. Ratios & Percentages/2.2. Proportional Relationships/Lessons/2.2.4. Modeling with Direct Variation.md,
205,41,Mathematical-Foundations,MF1,2274,MF1.2.2.4,Modeling with Direct Variation,5,5,210543,1,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,200,,,"The price of an insurance policy [MATH: p,] in dollars, varies directly with the square of the number of incidents [MATH: i] reported by the subscriber in the previous year. If [MATH: p = $800] when the subscriber reported [MATH: 2] incidents, then what is the constant of variation? You do not need to state the units.The constant of variation is
[FREE_ENTRY 1].","> A calculator is required to answer this question.

The price of an insurance policy $p$, in dollars, varies directly with the **square** of the number of incidents $i$ reported by the subscriber in the previous year. If $p = $800$ when the subscriber reported $2$ incidents, then what is the constant of variation? You do not need to state the units.The constant of variation is

Answer: ==200==.","> A calculator is required to answer this question.

The price of an insurance policy $p$, in dollars, varies directly with the **square** of the number of incidents $i$ reported by the subscriber in the previous year. If $p = $800$ when the subscriber reported $2$ incidents, then what is the constant of variation? You do not need to state the units.The constant of variation is

Answer: ==200==.",vault/MA/Mathematical-Foundations/MF1/2. Ratios & Percentages/2.2. Proportional Relationships/Lessons/2.2.4. Modeling with Direct Variation.md,
206,41,Mathematical-Foundations,MF1,2273,MF1.2.2.5,Inverse Variation,2,2,217121,1,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,-42/x,,,"In an inverse variation, [MATH: y = 6] when [MATH: x = − 7.] Find an equation that relates [MATH: x] and [MATH: y.][MATH: y =]
[FREE_ENTRY 1]","In an inverse variation, $y = 6$ when $x =-7$. Find an equation that relates $x$ and $y$.$y =$

Answer: ==-42/x==.","In an inverse variation, $y = 6$ when $x =-7$. Find an equation that relates $x$ and $y$.$y =$

Answer: ==-42/x==.",vault/MA/Mathematical-Foundations/MF1/2. Ratios & Percentages/2.2. Proportional Relationships/Lessons/2.2.5. Inverse Variation.md,
207,41,Mathematical-Foundations,MF1,2273,MF1.2.2.5,Inverse Variation,3,3,212101,1,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,2/3,,,"Suppose that [MATH: y] varies inversely with [MATH: x] and that [MATH: y = (3)/(4)] when [MATH: x = 8.] Then, if [MATH: x = 9,] [MATH: y =][FREE_ENTRY 1].","Suppose that $y$ varies inversely with $x$ and that $y = \frac{3}{4}$ when $x = 8$. Then, if $x = 9$, $y =$

Answer: ==2/3==.","Suppose that $y$ varies inversely with $x$ and that $y = \frac{3}{4}$ when $x = 8$. Then, if $x = 9$, $y =$

Answer: ==2/3==.",vault/MA/Mathematical-Foundations/MF1/2. Ratios & Percentages/2.2. Proportional Relationships/Lessons/2.2.5. Inverse Variation.md,
208,41,Mathematical-Foundations,MF1,2273,MF1.2.2.5,Inverse Variation,7,7,212148,1,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,8/x,,,"The graph above shows an inverse variation relationship between [MATH: x] and [MATH: y.] Express [MATH: y] in terms of [MATH: x.][MATH: y =]
[FREE_ENTRY 1]","![](<../Source/2.2.5. Inverse Variation/Images/q-212148.png>)

The graph shows an inverse variation. Express $y$ in terms of $x$: $y =$ ==8/x==.","{{image-1}}

The graph shows an inverse variation. Express $y$ in terms of $x$: $y =$ ==8/x==.",vault/MA/Mathematical-Foundations/MF1/2. Ratios & Percentages/2.2. Proportional Relationships/Lessons/2.2.5. Inverse Variation.md,
209,41,Mathematical-Foundations,MF1,2273,MF1.2.2.5,Inverse Variation,8,8,212149,1,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,4,,,"The graph above shows an inverse variation relationship between [MATH: x] and [MATH: y.] What is the value of [MATH: a?][MATH: a =]
[FREE_ENTRY 1]","![](<../Source/2.2.5. Inverse Variation/Images/q-212149.png>)

$a =$ ==4==.","{{image-1}}

$a =$ ==4==.",vault/MA/Mathematical-Foundations/MF1/2. Ratios & Percentages/2.2. Proportional Relationships/Lessons/2.2.5. Inverse Variation.md,
210,41,Mathematical-Foundations,MF1,3752,MF1.5.4.11,Solving Linear Equations With Unknown Coefficients by Factoring,2,2,208693,1,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,5/(3q - 1),,,"If [MATH: 5 = 3pq − p,] then [MATH: p =][FREE_ENTRY 1].","If $5 = 3pq - p$, then $p =$

Answer: ==5/(3q - 1)==.","If $5 = 3pq - p$, then $p =$

Answer: ==5/(3q - 1)==.",vault/MA/Mathematical-Foundations/MF1/5. Equations & Inequalities/5.4. Solving Multi-Step Linear Equations/Lessons/5.4.11. Solving Linear Equations With Unknown Coefficients by Factoring.md,
211,41,Mathematical-Foundations,MF1,3752,MF1.5.4.11,Solving Linear Equations With Unknown Coefficients by Factoring,4,4,215773,1,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,6/(3x - 7),,,"If [MATH: 3xy − 4 = 7y + 2,] then [MATH: y =][FREE_ENTRY 1].","If $3xy - 4 = 7y + 2$, then $y =$

Answer: ==6/(3x - 7)==.","If $3xy - 4 = 7y + 2$, then $y =$

Answer: ==6/(3x - 7)==.",vault/MA/Mathematical-Foundations/MF1/5. Equations & Inequalities/5.4. Solving Multi-Step Linear Equations/Lessons/5.4.11. Solving Linear Equations With Unknown Coefficients by Factoring.md,
212,41,Mathematical-Foundations,MF1,3752,MF1.5.4.11,Solving Linear Equations With Unknown Coefficients by Factoring,5,5,215808,1,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,2q/(15q - 8),,,"If [MATH: (5pq)/(2) = (4p + q)/(3),] then [MATH: p =][FREE_ENTRY 1].","If $\frac{5pq}{2} = \frac{4p + q}{3}$, then $p =$

Answer: ==2q/(15q - 8)==.","If $\frac{5pq}{2} = \frac{4p + q}{3}$, then $p =$

Answer: ==2q/(15q - 8)==.",vault/MA/Mathematical-Foundations/MF1/5. Equations & Inequalities/5.4. Solving Multi-Step Linear Equations/Lessons/5.4.11. Solving Linear Equations With Unknown Coefficients by Factoring.md,
213,41,Mathematical-Foundations,MF1,3752,MF1.5.4.11,Solving Linear Equations With Unknown Coefficients by Factoring,6,6,208700,1,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,11/(3k - 2),,,"If [MATH: (km − 1)/(2) = (m + 4)/(3),] then [MATH: m =][FREE_ENTRY 1].","If $\frac{km - 1}{2} = \frac{m + 4}{3}$, then $m =$

Answer: ==11/(3k - 2)==.","If $\frac{km - 1}{2} = \frac{m + 4}{3}$, then $m =$

Answer: ==11/(3k - 2)==.",vault/MA/Mathematical-Foundations/MF1/5. Equations & Inequalities/5.4. Solving Multi-Step Linear Equations/Lessons/5.4.11. Solving Linear Equations With Unknown Coefficients by Factoring.md,
214,41,Mathematical-Foundations,MF1,2225,MF1.6.3.1,Introduction to Systems of Linear Equations,1,1,171700,2,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,"3, -2",,,"Consider the following system of equations:
[MATH: {x + y = 1; 2x + y = 4]

Use the diagram provided to determine the solution [MATH: (x, y)] of this system.

The solution is
[MATH: (]
[FREE_ENTRY 1]
[MATH: ,]
[FREE_ENTRY 2]
[MATH: ).]","![](<../Source/6.3.1. Introduction to Systems of Linear Equations/Images/q-171700.png>)

Consider the following system of equations:
${x + y = 1; 2x + y = 4$

Use the diagram provided to determine the solution $(x, y)$ of this system.

The solution is

Enter the blanks from left to right: ==3==, ==-2==.","{{image-1}}

Consider the following system of equations:
${x + y = 1; 2x + y = 4$

Use the diagram provided to determine the solution $(x, y)$ of this system.

The solution is

Enter the blanks from left to right: ==3==, ==-2==.",vault/MA/Mathematical-Foundations/MF1/6. Two-Variable Equations/6.3. Systems of Linear Equations/Lessons/6.3.1. Introduction to Systems of Linear Equations.md,
215,41,Mathematical-Foundations,MF1,2225,MF1.6.3.1,Introduction to Systems of Linear Equations,2,2,238014,2,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,"3, 0",,,"Consider the following system of equations:
[MATH: {4x − y = 12; y = − 3x + 9]

Use the diagram provided to determine the solution [MATH: (x, y)] of this system.

The solution is
[MATH: (]
[FREE_ENTRY 1]
[MATH: ,]
[FREE_ENTRY 2]
[MATH: ).]","![](<../Source/6.3.1. Introduction to Systems of Linear Equations/Images/q-238014.png>)

Consider the following system of equations:
${4x - y = 12; y =-3x + 9$

Use the diagram provided to determine the solution $(x, y)$ of this system.

The solution is

Enter the blanks from left to right: ==3==, ==0==.","{{image-1}}

Consider the following system of equations:
${4x - y = 12; y =-3x + 9$

Use the diagram provided to determine the solution $(x, y)$ of this system.

The solution is

Enter the blanks from left to right: ==3==, ==0==.",vault/MA/Mathematical-Foundations/MF1/6. Two-Variable Equations/6.3. Systems of Linear Equations/Lessons/6.3.1. Introduction to Systems of Linear Equations.md,
216,41,Mathematical-Foundations,MF1,698,MF1.7.3.2,Solving Rational Equations Using Cross-Multiplication,2,2,217258,1,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,6,,,"The solution to [MATH: (1)/(8) = (3)/(4a)] is[MATH: a =]
[FREE_ENTRY 1].","The solution to $\frac{1}{8} = \frac{3}{4a}$ is

Answer: ==6==.","The solution to $\frac{1}{8} = \frac{3}{4a}$ is

Answer: ==6==.",vault/MA/Mathematical-Foundations/MF1/7. Radical & Rational Expressions/7.3. Rational Equations/Lessons/7.3.2. Solving Rational Equations Using Cross-Multiplication.md,
217,41,Mathematical-Foundations,MF1,698,MF1.7.3.2,Solving Rational Equations Using Cross-Multiplication,4,4,217272,1,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,-1/4,,,"The solution to [MATH: − (4)/(3) = (2)/(6t)] is[MATH: t =]
[FREE_ENTRY 1].","The solution to $-\frac{4}{3} = \frac{2}{6t}$ is

Answer: ==-1/4==.","The solution to $-\frac{4}{3} = \frac{2}{6t}$ is

Answer: ==-1/4==.",vault/MA/Mathematical-Foundations/MF1/7. Radical & Rational Expressions/7.3. Rational Equations/Lessons/7.3.2. Solving Rational Equations Using Cross-Multiplication.md,
218,41,Mathematical-Foundations,MF1,698,MF1.7.3.2,Solving Rational Equations Using Cross-Multiplication,5,5,212111,1,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,4,,,"The solution to [MATH: (10)/(3x − 8) = (5)/(2)] is[MATH: x =]
[FREE_ENTRY 1].","The solution to $\frac{10}{3x - 8} = \frac{5}{2}$ is

Answer: ==4==.","The solution to $\frac{10}{3x - 8} = \frac{5}{2}$ is

Answer: ==4==.",vault/MA/Mathematical-Foundations/MF1/7. Radical & Rational Expressions/7.3. Rational Equations/Lessons/7.3.2. Solving Rational Equations Using Cross-Multiplication.md,
219,41,Mathematical-Foundations,MF1,4029,MF1.9.1.5,Further Absolute Value Equations,2,2,212480,1,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,-5,,,"Consider the absolute value equation
[MATH: 2 −|x + 2|= 7.]

This equation can be expressed in the following equivalent form:

[MATH: |x + 2|=]
[FREE_ENTRY 1]","Consider the absolute value equation
$2 - \mid x + 2|= 7$.

This equation can be expressed in the following equivalent form:

Which value completes the equivalent form $\mid x + 2|= \,$?

Answer: ==-5==.","Consider the absolute value equation
$2 - \mid x + 2|= 7$.

This equation can be expressed in the following equivalent form:

Which value completes the equivalent form $\mid x + 2|= \,$?

Answer: ==-5==.","vault/MA/Mathematical-Foundations/MF1/9. Absolute Value/9.1. Absolute Value Expressions, Equations & Inequalities/Lessons/9.1.5. Further Absolute Value Equations.md",
220,41,Mathematical-Foundations,MF1,4029,MF1.9.1.5,Further Absolute Value Equations,5,5,212482,2,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,"-3, 8",,,"Written in ascending order, the solutions to [MATH: |2x − 5|− 7 = 4] are [MATH: x =][FREE_ENTRY 1]
and [MATH: x =]
[FREE_ENTRY 2].","Written in ascending order, which values solve $\mid 2x - 5 \mid - 7 = 4$?

Enter the blanks from left to right: ==-3==, ==8==.","Written in ascending order, which values solve $\mid 2x - 5 \mid - 7 = 4$?

Enter the blanks from left to right: ==-3==, ==8==.","vault/MA/Mathematical-Foundations/MF1/9. Absolute Value/9.1. Absolute Value Expressions, Equations & Inequalities/Lessons/9.1.5. Further Absolute Value Equations.md",
221,41,Mathematical-Foundations,MF1,4029,MF1.9.1.5,Further Absolute Value Equations,6,6,215511,2,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,"-8, 6",,,"Written in ascending order, the solutions to [MATH: 5|x + 1|− 17 = 18] are [MATH: x =][FREE_ENTRY 1]
and [MATH: x =]
[FREE_ENTRY 2].","Written in ascending order, which values solve $5 \mid x + 1 \mid - 17 = 18$?

Enter the blanks from left to right: ==-8==, ==6==.","Written in ascending order, which values solve $5 \mid x + 1 \mid - 17 = 18$?

Enter the blanks from left to right: ==-8==, ==6==.","vault/MA/Mathematical-Foundations/MF1/9. Absolute Value/9.1. Absolute Value Expressions, Equations & Inequalities/Lessons/9.1.5. Further Absolute Value Equations.md",
222,41,Mathematical-Foundations,MF1,349,MF1.11.1.4,The Distributive Law for Polynomials,2,2,216988,1,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,25y^5 - 50y^3 + 250y,,,"Expand the following product. Write your answer in standard form.[MATH: 25y(y^{4} − 2y^{2} + 10) =]
[FREE_ENTRY 1]","Expand the following product. Write your answer in **standard form.** $25y(y^{4} - 2y^{2} + 10) =$

Answer: ==25y^5 - 50y^3 + 250y==.","Expand the following product. Write your answer in **standard form.** $25y(y^{4} - 2y^{2} + 10) =$

Answer: ==25y^5 - 50y^3 + 250y==.",vault/MA/Mathematical-Foundations/MF1/11. Polynomials/11.1. Polynomials/Lessons/11.1.4. The Distributive Law for Polynomials.md,
223,41,Mathematical-Foundations,MF1,349,MF1.11.1.4,The Distributive Law for Polynomials,5,5,217002,1,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,-5x^7 + 10x^2 - 20x,,,"Expand the following product. Write your answer in standard form.[MATH: − 5x(x^{6} − 2x + 4) =]
[FREE_ENTRY 1]","Expand the following product. Write your answer in **standard form.** $-5x(x^{6} - 2x + 4) =$

Answer: ==-5x^7 + 10x^2 - 20x==.","Expand the following product. Write your answer in **standard form.** $-5x(x^{6} - 2x + 4) =$

Answer: ==-5x^7 + 10x^2 - 20x==.",vault/MA/Mathematical-Foundations/MF1/11. Polynomials/11.1. Polynomials/Lessons/11.1.4. The Distributive Law for Polynomials.md,
224,41,Mathematical-Foundations,MF1,349,MF1.11.1.4,The Distributive Law for Polynomials,8,8,217025,2,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,2b^6 - b^4/2 - 2b^3/3,,,"[MATH: 2b^{3}(− (b)/(4) + b^{3} − (1)/(3)) =][FREE_ENTRY 1]
[MATH: −]
[FREE_ENTRY 2][MATH: b^{3}]","$2b^{3}(-\frac{b}{4} + b^{3} - \frac{1}{3}) =$

Answer: ==2b^6 - b^4/2 - 2b^3/3==.","$2b^{3}(-\frac{b}{4} + b^{3} - \frac{1}{3}) =$

Answer: ==2b^6 - b^4/2 - 2b^3/3==.",vault/MA/Mathematical-Foundations/MF1/11. Polynomials/11.1. Polynomials/Lessons/11.1.4. The Distributive Law for Polynomials.md,
225,41,Mathematical-Foundations,MF1,349,MF1.11.1.4,The Distributive Law for Polynomials,9,9,217026,2,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,9x^5 - 9x^3/5,,,"[MATH: (3x)^{2}(x^{3} − (1)/(5)x) =][FREE_ENTRY 1][MATH: x^{5} −]
[FREE_ENTRY 2]","$(3x)^{2}(x^{3} - \frac{1}{5}x) =$

Answer: ==9x^5 - 9x^3/5==.","$(3x)^{2}(x^{3} - \frac{1}{5}x) =$

Answer: ==9x^5 - 9x^3/5==.",vault/MA/Mathematical-Foundations/MF1/11. Polynomials/11.1. Polynomials/Lessons/11.1.4. The Distributive Law for Polynomials.md,
226,41,Mathematical-Foundations,MF1,349,MF1.11.1.4,The Distributive Law for Polynomials,12,12,217042,2,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,12h^3k^2 + 24h^4k - 4h^5,,,"[MATH: 4h^{3}(3k^{2} + 6hk − h^{2}) =][FREE_ENTRY 1]
[MATH: −]
[FREE_ENTRY 2][MATH: h^{5}]","$4h^{3}(3k^{2} + 6hk - h^{2}) =$

Answer: ==12h^3k^2 + 24h^4k - 4h^5==.","$4h^{3}(3k^{2} + 6hk - h^{2}) =$

Answer: ==12h^3k^2 + 24h^4k - 4h^5==.",vault/MA/Mathematical-Foundations/MF1/11. Polynomials/11.1. Polynomials/Lessons/11.1.4. The Distributive Law for Polynomials.md,
227,41,Mathematical-Foundations,MF3,665,MF3.2.2.1,Graphing Strict Two-Variable Linear Inequalities,5,5,215159,2,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,2x + 1,,,"What inequality describes the shaded region shown above?[MATH: y]
[FREE_ENTRY 1][FREE_ENTRY 2]","![](<../Source/2.2.1. Graphing Strict Two-Variable Linear Inequalities/Images/q-215159.png>)

The shaded region is described by $y >$ ==2x + 1==.","{{image-1}}

The shaded region is described by $y >$ ==2x + 1==.",vault/MA/Mathematical-Foundations/MF3/2. Inequalities/2.2. Two-Variable Inequalities/Lessons/2.2.1. Graphing Strict Two-Variable Linear Inequalities.md,
228,41,Mathematical-Foundations,MF3,665,MF3.2.2.1,Graphing Strict Two-Variable Linear Inequalities,6,6,208855,2,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,-3x/2 + 2,,,"What inequality describes the shaded region shown above?[MATH: y]
[FREE_ENTRY 1][FREE_ENTRY 2]","![](<../Source/2.2.1. Graphing Strict Two-Variable Linear Inequalities/Images/q-208855.png>)

The shaded region is described by $y <$ ==-3x/2 + 2==.","{{image-1}}

The shaded region is described by $y <$ ==-3x/2 + 2==.",vault/MA/Mathematical-Foundations/MF3/2. Inequalities/2.2. Two-Variable Inequalities/Lessons/2.2.1. Graphing Strict Two-Variable Linear Inequalities.md,
229,41,Mathematical-Foundations,MF3,3827,MF3.2.2.2,Graphing Non-Strict Two-Variable Linear Inequalities,5,5,208856,2,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,-x/2 + 1,,,"Which inequality describes the shaded region shown above?[MATH: y]
[FREE_ENTRY 1][FREE_ENTRY 2]","![](<../Source/2.2.2. Graphing Non-Strict Two-Variable Linear Inequalities/Images/q-208856.png>)

The shaded region is described by $y \ge$ ==-x/2 + 1==.","{{image-1}}

The shaded region is described by $y \ge$ ==-x/2 + 1==.",vault/MA/Mathematical-Foundations/MF3/2. Inequalities/2.2. Two-Variable Inequalities/Lessons/2.2.2. Graphing Non-Strict Two-Variable Linear Inequalities.md,
230,41,Mathematical-Foundations,MF3,3827,MF3.2.2.2,Graphing Non-Strict Two-Variable Linear Inequalities,6,6,208857,2,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,-x/3 + 3,,,"Which inequality describes the shaded region shown above?[MATH: y]
[FREE_ENTRY 1][FREE_ENTRY 2]","![](<../Source/2.2.2. Graphing Non-Strict Two-Variable Linear Inequalities/Images/q-208857.png>)

The shaded region is described by $y \le$ ==-x/3 + 3==.","{{image-1}}

The shaded region is described by $y \le$ ==-x/3 + 3==.",vault/MA/Mathematical-Foundations/MF3/2. Inequalities/2.2. Two-Variable Inequalities/Lessons/2.2.2. Graphing Non-Strict Two-Variable Linear Inequalities.md,
